20117F,16,56
5,42,26
3,40,43
125,6,57
40,12,13
h,45,29
AB30S,30,23
3OKaF,39,14
7,42,35
5HL,33,28
I,26,12
1,39,3
1881,14,35
QHF2,27,4
12,5,11
BL,45,45
C,63,6
2100,3,46
21,10,26
7P6C,41,57
3E2W,34,44
22,17,2
8L081,22,12
2SZ,41,6
6,43,49
5m,56,52
1JMT5,34,26
LI,42,43
Be,45,5
563,10,48
9D17,19,54
4I,22,35
2C,24,17
1DZc,47,29
8,31,36
3848537,9,42
3TR,32,62
I03,29,21
12E,15,37
E135,17,62
L87,29,34
32A388,11,29
12,38,48
6IL5,27,50
AKEC,23,13
1,62,53
CBW,37,39
1ed,47,57
28d9,63,34
407,14,50
0,43,10
9S,44,24
10,26,61
22C,16,2
120288,18,32
7Ib,50,8
8oP,54,16
201940,16,25
0,27,17
CYF,51,30
1LU9,45,54
12333,4,34
m5,59,62
67J9A,24,12
349Y,35,44
9Yg,51,51
CGX4,35,12
BP01G,29,55
X,58,13
D,55,38
10A,14,6
111110100020,3,39
2NU,59,30
LSXG,46,37
1,59,32
AI7,40,36
2EH8E,21,14
J44,25,20
15,58,49
811AD,19,44
A,61,36
MG9,29,11
4133444,5,36
29,42,13
2V2K,36,28
3055,12,2
20HN3,38,42
3,39,10
38U,39,45
66o,63,11
1000021211200,3,20
1,15,59
57G,29,44
D,42,35
FC7,22,34
9,54,37
6,26,53
D7,15,12
1E22I,29,59
GEg,48,31
2WV,51,5
H,38,50
rGE9,54,32
G,40,15
111110,2,9
2OXd,47,54
21,5,57
2016,9,2
10,5,57
PFG,36,43
1,53,24
G,59,19
2dVYA,41,8
2113430,5,23
8388765,10,59
109,58,17
7,15,19
V,60,5
8GR,44,50
441040,5,33
1,38,32
1G,35,52
28WWP,37,36
40bRW,38,29
2FE4,25,40
nH,63,56
2C6E,20,9
Ga,39,38
4AD,47,50
G252F,19,62
2oD,52,63
HOC,63,23
XeL,45,35
TRY,49,39
6,42,35
16W,36,53
J,63,18
0,18,31
4ZUJ,48,27
20162,7,12
8OYd,63,59
0,30,11
0,38,52
NG,27,39
5W4,61,40
28DBI,31,21
122321,5,10
2,50,47
A8,20,22
1PDNQ,33,61
122103,4,62
5G9,30,14
DSm,51,31
U,47,24
1RO,29,49
261,31,18
A,59,58
2988078,12,14
1e9L1,46,11
3,7,58
1203277,11,43
28V55,37,12
4,25,16
2VA,44,56
Q09,27,8
K,41,28
4,14,47
21220011012120,3,17
4M,52,56
30tn,56,52
SET,40,60
1T3X,34,60
4122201301,5,37
GK42,25,21
4,33,21
17,16,26
526138,10,47
2E0,15,11
89,61,40
3J4,25,2
20435,16,27
17669,10,51
1,11,26
4T6,61,50
1NO,31,19
1,31,11
273,11,5
4X,53,53
ml,49,11
C,57,32
T,45,30
CFI,44,33
1ESHD,42,6
1B,50,39
232121214,5,60
5018F,18,26
4210441,5,22
2J,59,17
1,47,60
1G5A,46,57
29cU,39,7
1020010200,3,56
2,60,61
B,55,53
13nO,63,56
OB,49,37
o,52,47
HC,37,30
C,46,17
CFF8B,24,42
112VG,45,44
AR1,34,35
B,61,46
26,14,45
8G,35,41
201000122,4,59
DON,25,60
9X3,48,46
J3B,42,45
nJ,59,7
0,26,45
19,44,22
BCC,14,33
A8,11,46
A2T,32,35
8998,14,25
148C6,31,42
94J23,26,35
25J,30,47
1DC,24,28
1JPG1,28,25
2B,29,58
85A,19,40
1DX,45,14
194PJ,36,9
HEQ,35,6
4cPD,48,27
BJTj,57,40
10000000010110100010001,2,18
1EY5,36,47
0,48,39
4,32,21
5,23,60
1,63,5
4121421024,5,50
6007,8,36
C3,24,11
G9EB,20,32
6aUG,54,31
3,59,37
10O3,32,13
585C49,13,37
6BCB,14,17
0,62,11
CWV,51,50
15EUg,44,34
163,9,36
834,19,2
4,43,55
eoAS,59,43
1012120000,3,33
F2,24,36
1200202210,3,45
1BLK,22,20
abm,61,46
1,14,35
2,33,30
3,22,16
aep,60,44
22,18,46
E4O,25,49
7SR6,41,14
9Wg,60,4
MPHS,36,60
1A6,13,40
3J,42,50
KuH,58,26
113410203,5,32
2J5,45,5
CDM,38,3
Rl,57,9
1EJ5F,24,53
9e,41,39
1440,5,56
1I6,39,44
LPgV,46,4
230023335,6,63
5,38,37
4,57,59
1,37,60
5343502,6,35
M,46,49
9L,27,60
2ABAB7,13,10
2160,17,27
U37,33,60
32A342,11,22
39,40,9
3GKC,21,30
D,44,47
o,60,34
F4C,55,48
14,44,3
14A3BB9,12,16
2e,41,38
P5O,55,27
28IL6,31,50
2503014,6,20
1NMB,34,38
19HG,38,60
2HSC,38,31
6DE,22,51
D,33,23
ZF,41,28
20GY,51,21
6C3A5,20,36
Q,41,18
2AC545,13,61
US,50,47
57EE36,15,5
R,42,11
0,45,63
19D29,14,47
XG,45,24
JK,25,3
1EEl,60,25
1405,8,24
60,7,4
2D2,29,7
5Nd,40,21
322425,6,33
K,55,43
15L2,26,37
75k,49,26
8,27,41
2379,14,58
C3,39,41
C,26,40
5,52,62
1J,29,38
299,20,28
15B663,15,57
8e,47,35
240015,7,27
8,23,46
34,30,20
A,39,15
7C2M,33,58
VIW,35,57
1TWR,34,63
3U,53,51
155B0,13,38
2F7,30,34
1,31,57
39AD,27,4
428A78,12,27
108,20,2
1E,51,46
6B6F,22,18
2H,52,27
21423,5,61
5,43,32
1Q93N,27,58
131232104,7,20
2,3,32
2,51,11
1F32,36,6
1,56,25
18,31,5
2B6EBD,15,7
11J,38,36
fob,57,17
100010010101011111,2,17
D9263,14,15
41462,8,62
6b,52,53
4B8B2,22,10
j,57,38
h9UQ,46,22
21,49,27
63,12,31
A,18,24
AH0,25,33
SIQ,34,43
70,63,44
675,26,59
2IJf,48,55
ja,56,53
HKH47,22,62
5,16,31
59,32,53
54f,61,42
5,40,55
Gn62,63,61
10001,2,30
JNE,29,5
100000111000111101,2,19
PBb3,55,54
1BL,24,56
1K,35,6
2,9,37
65,29,33
1SDG,33,7
16M,43,36
94,30,42
95H,61,52
10A385,12,18
2B2,20,10
457AA,11,59
166,37,20
0,37,32
132,5,49
0,3,19
E3G6,21,62
9,52,36
2F3,18,25
NneP,56,6
TBRR,33,8
2AC61C,13,28
1A,21,10
2D7H,62,31
26S,46,30
0,7,55
1E014,29,5
A,17,47
5DR3,29,55
E,61,23
A1,62,11
HgA,61,35
7,39,39
4IG,19,36
HcDM,62,16
110,3,51
D2371,20,22
14,10,27
G,31,48
1UVP,33,37
B9E5,15,56
10w,59,36
2CA91D,20,15
4,20,38
1KG5,45,54
7417,42,20
4548,40,10
634,7,28
5,12,27
2tY,57,3
1021122122,3,47
85,36,54
ZWOT,49,43
21001022201,3,2
148,9,19
2,24,10
6IDQ,27,29
edT,42,8
607,63,60
800705,16,25
E68I,21,33
YC,48,17
I9BM7,26,33
10000000011101010000,2,53
4000257,8,5
A3,12,6
16,46,23
A5CDA,15,43
0,53,58
80D5,16,48
1,28,8
22O9,25,10
11,26,9
800BD,32,24
2,61,60
1O2B,44,53
9JD,34,38
1K4,22,59
0,50,36
D,48,46
5,28,8
3,17,19
1,3,17
32FD,22,34
0,60,18
2DD0,14,4
3,38,38
1G4,36,19
8,41,27
35G62,20,52
52D43,15,15
ME,45,30
C,31,17
2AA981,13,13
2305,7,47
2,27,51
1673,15,63
I,31,21
5,60,42
2V9,45,44
156N,25,23
D,58,55
2TBGG,42,41
2B,27,39
144B,13,48
A4,17,42
60GK,28,39
3IL,30,13
111121021220,3,56
4SY,61,10
41DE9,19,53
182614,17,48
11,5,50
40000765,8,35
D90,16,60
9,56,27
143,47,60
2B6946,15,55
0,11,31
1E,35,3
23131,5,29
Mb2l,57,59
10221121210,3,8
4,26,46
3IAM,54,31
1WEA,33,61
15B753,15,38
NJH,27,44
115850,9,11
1578,9,58
3,28,60
HFc,44,40
1CNC,26,53
1000000110000101000,2,29
5ARQ,29,35
2,5,38
AU,55,8
j,59,16
0,38,16
16EN,30,10
4,38,6
4004A8,16,49
0,36,49
2G2H,23,6
1D,38,8
16L7,31,50
212KJ6,21,21
1d,46,24
6fD,63,35
5tOl,56,60
1,63,32
0,62,11
1,32,61
1X9,36,4
13P5I,26,10
1GF,34,36
29,21,45
3n,54,32
4PE5,31,15
1PD3B,33,53
Ab,43,62
1106,11,51
D,32,12
IlYA,48,26
H,62,30
R5Z,37,19
2,37,5
2GEB,18,32
3BV,59,33
OMKK,35,26
5GD,24,61
BP2HB,29,39
LC1FK,25,4
1221001020,3,62
80E7,16,44
15,25,8
6DJ,39,16
G8,26,9
65069,12,20
BH,19,43
G26,36,34
1H,44,24
1000001000111000000,2,10
1,43,29
2GCD,23,13
4ckP,61,18
3586,23,56
I,43,8
0,56,26
76B,34,39
3,35,20
78,59,34
OHMT,35,18
2Kv9,61,41
1M,26,50
acR,44,40
2,54,9
b7,42,4
B4,38,60
R3,42,4
3E,34,54
0,21,32
0,20,41
400361,8,16
2000517,8,60
4320633,7,21
586EF,21,38
5QE,47,35
D,59,17
0,8,19
NO,45,48
7H8,29,44
O7D,53,11
1211210101,3,60
1PC4F,33,61
10111110,2,62
232024220,5,12
27H7O,26,19
34036,8,62
1772,24,30
3,22,31
WcH,45,13
11,14,59
3MG,35,30
BJhE,57,36
3d,50,15
2dZ8S,41,30
J7,60,16
7,19,35
LU9,56,26
1A,45,30
6R,40,43
1,38,19
7Z,42,58
e,60,63
56H,35,11
J,25,53
EPe,51,33
9,30,27
1000,2,24
A,28,10
8oFD,62,43
47C,17,60
9P,56,12
JQN,34,29
1310451,6,14
2002211,3,15
3E,56,15
2,22,33
1DWI8,35,12
15I,30,19
6J,35,36
72e,43,3
1Ke2,46,5
366,8,22
1,20,12
2,22,21
20131,6,23
0,39,34
269Z,63,35
10010001100100101,2,28
76A,18,11
1302,7,6
5D,15,15
P8A,28,42
7WE,37,45
232133214,5,55
9AA,18,18
OG,27,39
SAaZ,53,44
183,28,57
R8,29,61
96,18,40
9G,60,27
1033,4,2
1870,10,35
10000000000000000010011,2,38
1,47,33
2000463,8,46
3PG0I,27,16
A,17,46
19CJ,30,8
4CK4,25,3
22327,45,62
10,62,59
26CF,31,46
J1P,44,52
1ETG9,42,14
4si,62,6
4196,14,34
7B2,28,3
oNGa,55,43
5C8,31,53
ETP,49,17
3GCH,18,7
1KAF4,23,23
5N,39,29
D2M,33,55
E4,33,14
17688,12,6
4HO52,37,8
1DF,36,2
F19,23,9
7O5PF,27,5
3,45,47
7,26,13
2AB,52,30
V,54,35
2,25,17
5BI5,29,15
1GeC,59,37
BP294,29,42
3,50,61
CN7,37,29
72,39,20
4W,57,19
1,54,55
23,16,36
60AO,28,50
L6,49,20
4I,23,54
42,62,61
5J,33,55
0,30,30
406,7,30
10696,19,63
4,36,47
66616,10,57
2I,58,21
3G,38,48
27NAN,26,11
4WJ,35,28
9QK8,30,8
4196443,10,29
92J,61,44
0,37,36
38JU,55,6
120G8G,18,4
1,28,46
4cI,42,42
CQ5,41,48
1,4,46
BOI,27,49
825,14,31
10C141,21,10
33QY,44,49
1,4,18
35M,27,50
791,28,52
1CD8,22,52
QWI,36,41
9E,38,45
1,28,36
LTN,39,46
17,11,30
2503050,6,9
8idY,49,43
12fV,51,34
5KTF3,35,15
44,55,54
9P4,60,19
2,27,10
1000000000001001100000,2,11
5,12,40
6,35,47
2,14,47
1010,2,40
1,35,50
AIB7D,25,19
1LLK,45,35
B,43,20
3FK,23,6
2R5O,60,34
6Ied,55,37
C,60,36
2M,53,8
3B6GM,40,38
52,37,10
3P4,36,20
2,19,30
2HWWB,36,3
WHP,46,27
CdP,42,14
D,61,47
C,26,41
51,16,61
5962J,25,40
196,18,7
G,47,18
29,16,58
0,20,50
9k0,58,17
1,24,15
38,31,62
M,61,44
10A3B,12,12
4M,26,10
7,10,63
1000000011111000001,2,22
1e8Ni,46,39
cJ9,61,61
Rc,50,9
0,26,53
20000002032,4,42
6DT,52,10
2I25P,36,6
C,62,60
4S,53,19
II,20,25
LK4P,29,35
35C,20,40
1560B4,13,56
14B00,15,60
7O2HP,27,53
2NV,51,46
7L,54,7
43,8,2
D,41,38
2C8JJI,20,45
28,43,13
ZCnm,62,12
34F1E,17,51
A18I,19,4
4,41,54
8,48,38
0,19,61
3,41,35
2BPl,49,34
49U,54,57
F,60,56
2XkF,59,38
4C1G,20,59
6Z,58,59
IH,51,46
S1a,50,53
518E8,18,49
33NR,35,33
5,46,41
6Y5,37,38
12626,7,30
OHA9,35,31
SA20,53,15
m,49,11
19d4I,43,55
PpJ,52,32
45BG,17,49
LRE,57,54
40,14,59
16BBB,12,33
E,18,32
0,18,11
1IB,57,34
0,53,39
QTL,35,53
4l,48,30
TM9,39,10
0,22,18
A5,16,55
74,47,21
1,18,30
7P4P,41,48
5KS91,35,41
1,27,29
MHC3,36,49
1001460,8,39
7,42,50
2d,40,25
2011201022,3,3
72EHJ,33,9
DFQ0,34,17
A6,13,29
7PcD,41,34
J8i,60,48
6NGB0,28,29
6PR0,43,50
40B2,16,6
3133,4,58
9D35,19,58
lhMU,56,46
1J7,52,24
D4,30,57
60FG,28,20
9d0,62,4
4oo,58,17
4G,62,7
10100,5,4
222122102110,3,21
1e8LV,46,39
5340,7,54
87,49,17
FT5,34,18
75,14,8
110111100000,2,18
1BB6,17,31
A,37,30
1005307,8,33
3227,18,3
D9A69,14,7
47GEA8,18,16
37,34,6
5,47,13
0,33,30
4aY,41,60
408K0,32,63
O,34,50
8IV,52,47
1,43,7
19C7B,17,63
G8,56,16
1202210210,3,13
7OeQ,41,34
1Z,56,38
56KQ,47,63
165B,17,34
LlJ,56,55
1JRK4,28,26
J,59,36
5,19,52
2CE4,15,42
131302,5,49
4X,50,9
86,23,32
AIDAI,25,27
5K,25,47
1,52,11
LN,39,9
3,42,9
A2,46,42
1684,10,57
C,50,17
J,58,29
2PME,29,47
Ilf4,48,63
3N1,38,6
52,17,42
80I42,19,6
855D,20,32
100000000000110100110001,2,35
1,54,15
1A16,11,18
AN,61,61
0,36,22
5341434,6,21
4SG,33,30
1LM,37,17
33202,9,13
10001010111111,2,31
205501,6,56
UHW9,41,17
IAO,44,38
HX,60,13
2Eca,62,14
418l,51,2
CLU,31,24
2,59,39
R,60,45
1,22,23
4A,58,3
2qn,62,12
ed,61,19
EEV,43,41
67,19,15
0,27,42
8388719,10,19
IA,51,61
117054,24,12
1,9,47
SS0,48,9
203531,6,37
awTN,61,38
2KH,27,16
0,3,37
1,61,18
0,45,29
BQF7,28,24
69G5H,34,58
SFG7,42,63
18299,10,33
7,51,16
252,21,56
XRn2,50,40
798B,13,63
1HIA,28,59
A,42,46
100AE2,16,26
H9X,44,50
jY,53,39
8,15,60
ek,54,38
5,44,48
8B,27,31
7O6HI,27,62
1,47,14
8KLEH,22,12
197B2A1,13,51
154,6,59
100010000101100,2,44
9,10,7
4C,39,34
2,50,33
29077,15,53
2CG4,19,33
22,26,19
1h7,50,44
28E8S,31,60
Ldr,58,62
4S,59,27
1T9,43,11
G,63,57
50454262,7,34
JM,23,10
G,51,32
6H8,44,41
94JI3,26,25
28UIP,37,5
222221222110,3,43
0,43,50
3132,5,58
9,34,38
1,61,6
2FB,43,26
1,10,61
G,23,7
1,29,53
7,21,8
3B42c,40,59
2S21K,35,63
B40662,13,39
16A538,11,36
4S28,30,36
f,49,42
110000,2,5
97O,30,28
Bseh,56,52
1210028,11,45
2150306,7,55
1hl,57,31
2Q7H,30,8
6,17,53
LOn,56,14
505A0,13,34
36,11,16
48108A9,11,40
4E9,23,55
431015,6,41
25M,24,4
5F,37,24
2,57,18
m,63,5
32S2,36,57
2mn,55,25
1111,2,40
0,2,55
15UA,49,47
F,63,39
0,26,18
1JCBG,34,45
12E,19,38
541,63,27
DK,24,22
3,39,61
YIh,62,24
37I,24,24
1E5AG,29,50
25E00,22,19
Jx,63,31
26262,7,12
17053,10,18
J4RG,38,46
1G0A,23,60
14A4975,12,44
1032230,5,36
2A,36,3
3300,6,38
40000063,8,42
4992,10,29
QN9,50,57
29,24,3
1435,6,55
3B3X7,40,4
0,43,55
1DN7,28,34
0,52,57
2A,20,34
li,54,17
1,48,19
U,57,3
20,9,25
IkFQ,48,18
58JJC,21,17
46051,8,25
4121421304,5,50
72F14,33,44
LPT1,46,56
4I8C,24,11
5,20,53
1,24,40
1iW,49,36
43D,45,18
2124420,5,28
1,13,23
1a,47,53
1,2,47
D,61,4
I9C53,26,62
5J,26,20
19,38,51
3C920C,14,33
1PHR,44,23
96,39,51
2,13,56
G1,35,57
hOJ,55,27
DON,53,52
1,36,19
DQ,28,51
6,44,25
87X,47,46
BF3W,36,10
15K,33,7
4HQFV,37,10
3,18,10
2A9975,13,7
0,18,53
2EU7,38,10
1503,20,41
AZ,41,11
oI,59,61
101,3,46
1,54,61
i4,57,27
3V,43,52
110,10,57
1,10,52
152,27,50
10237,16,63
2000133023,4,15
45,34,19
27,33,62
LTLa,58,48
195E0,30,7
56W,57,62
120210121110021,3,40
2F,43,55
1,54,28
Nk,57,41
BK,60,29
d7P,59,21
di,58,44
0,49,19
34251152,6,62
4H8,18,54
7JZ,37,18
FB7I,26,42
55,36,62
50Y,44,42
662561,11,20
1868030,9,63
2j6,54,45
1,61,33
5,51,2
R,54,43
6,52,45
2,48,13
AIBNA,25,18
9,56,63
A60C,15,4
587033,13,4
10001111001000,2,13
fr,54,58
1To,61,43
Jlh,63,14
2990B19,12,56
TU,46,23
55IQE,30,46
4GSAR,31,31
167AA,15,51
27DF,20,33
F3HK,26,50
4d,44,37
11J,30,7
4c,59,15
22646,7,52
2I,52,32
2,14,19
Q,29,16
13,15,23
0,63,51
2Vfd,46,22
10000000010011111100111,2,50
8TP,31,21
31FO,56,10
221413,7,25
10A,55,36
34,6,49
9JO,31,10
26,45,7
MIC3,36,2
2hO,57,35
1H7mJ,50,54
1186D1C,14,59
LQSa,46,19
N1N,57,35
1783,22,15
2MFJ,37,16
21,17,50
H9,22,25
22,21,49
43,34,13
2FM,35,21
4,37,17
13IeH,53,50
C58,19,61
FL7PF,27,13
2mX7,57,41
bZ,49,45
eqQv,59,45
8CB,17,15
11,22,52
1121,4,55
2000747,8,12
4,27,21
awfS,61,56
1Eow,60,59
0,2,18
F,56,10
11,6,13
4121421234,5,30
L82,40,34
U,61,41
95B59,13,9
BJD5,57,8
14,10,42
2,24,38
JPES,60,25
1,35,44
HeUX,49,20
210,3,58
Cd,56,22
h2cs,58,39
G,29,5
8L7F0,22,34
1VRTO,39,31
9iHQ,60,19
6,49,63
1E,47,13
57IK,59,46
3942,11,20
1020031,4,6
32j,53,22
20FL,28,16
8394152,10,24
7T,56,56
rHI6,54,24
30,4,46
1,52,32
1,47,59
3,51,59
1110000010,2,17
145,19,2
t3,63,4
5BM7,29,53
357,36,5
100011101101101,2,9
B0D,28,5
A7,29,48
1KS8,58,53
B,25,56
1,31,50
0,26,37
4,39,23
1,18,43
9FC,16,7
2AM,37,23
I,25,51
1001210121,3,47
1CC4,13,58
gB0,56,27
b6W,42,25
3,9,33
41,18,49
1,54,55
BhX,53,60
2ZeS,46,34
213241,5,52
827,10,6
O,39,45
C,54,8
2XXR,59,6
5BK1,37,46
12158,13,13
J,22,16
IUWx,61,58
1AL,50,47
7A0,11,59
1002001,4,23
6MF,51,16
2A24,11,30
571,15,28
1994,11,13
1,24,58
4313330,7,40
20GR5,38,19
1,8,31
0,45,63
2B669A,15,52
CFE6I,24,51
128,25,22
LL,49,54
302,9,17
2HKO8,30,25
3SOB,53,62
10000101101011011,2,5
E3GF,21,47
AiZP,58,27
CN,32,27
13NN,27,44
0,8,55
5bgK,57,4
82B,52,46
1K7H3,23,55
4BE,26,27
20EB4,19,54
O1A,27,56
C,31,9
40B,17,56
5J,47,3
1,37,53
4AB42,22,32
H0,22,26
8067,32,38
14F,20,55
3HR8W,33,19
22,14,13
1E0E2,29,55
hVi,55,2
12C5C,16,30
1G,36,25
10,5,6
3Cb2,43,57
2252,9,44
B3B4CB,13,34
2424,9,59
4,35,55
151,8,21
45604,11,42
1BTR,37,10
1101111110001,2,8
A,38,7
14D,15,32
0,54,2
HaS,43,14
116,15,61
6,29,34
lEW,53,11
300,4,7
114A1,11,14
oT0,51,4
6Q,34,49
2S7NJ,29,17
I,25,24
1,5,50
20000012303,4,27
1c,61,25
TEVD,33,18
4,15,13
A,59,63
2Q,47,23
BJT,36,26
6,56,54
1MFQM,49,62
2Lb,38,45
2411595,11,10
3,49,59
13D,42,43
U,31,56
19,27,42
n,56,24
1,23,34
1bB1,41,7
2Ed,44,10
JNL1,30,21
15ABEE,15,30
7807656,9,35
1Z5,60,16
87,40,50
2D,28,14
4NMF,24,23
7E,33,11
177O,25,12
LUd7,58,5
9j,46,19
72ORN,33,47
2KJR,48,21
Fl,63,16
7,8,6
1KTv,58,4
25,47,37
I993K,26,42
Jdi,60,51
F,47,21
20W,63,27
EC8,24,19
2671,20,40
A2C,29,15
0,19,25
2141354,7,41
4002172,8,31
382D,17,42
816,11,41
37c,56,41
3JRW,34,31
1037,10,3
1K5D0,23,22
1A3,11,58
2FH,46,10
H4,57,35
0,12,36
5RCJ,28,2
5Zu,62,11
7MWD,33,5
8oS1,62,4
AhSt,58,23
Cdo,61,46
5fdD,57,51
5Q,31,52
14a,50,25
21300,4,56
6,54,10
99,25,15
2E,54,17
CC6,31,12
235,8,15
1,24,7
2Ofc,47,63
1,28,53
1929,11,49
3,48,16
1230552,6,50
100111110,2,18
1JZAS,41,48
AQ,37,44
5M,32,49
jIcM,57,18
100001123030,4,19
77H,48,38
10D,14,20
22IK,21,24
2B7DAD,15,26
QQ1R,34,27
1,4,59
66hO,44,39
CFKFM,24,55
S7H,37,57
B1R,34,3
17W,39,28
3,47,3
7,37,47
t,63,44
5,63,26
1413,6,7
